95:4,4,4,1,7,3,5,2,3,9,3,7,9,2,2,5,2,3,3,7,2,9,1,9,4,3,3,1,6,4
96:7,3,7,2,3,4,1,7,5,2,9,2,1,4,8,1,4,4,1,8,7,1,6,7,9,6,6,8,8,6
97:6,6,4,6,7,1,9,8,8,4,1,9,2,5,5,3,6,9,9,8,4,7,6,1,1,6,1,2,7,4
98:9,1,1,4,9,2,6,3,9,3,4,6,5,7,3,2,6,7,5,5,5,3,5,8,9,6,6,2,7,9
99:3,2,2,1,9,4,2,3,7,1,7,2,2,7,8,4,2,8,8,4,2,7,2,8,2,3,5,4,2,7
100:2,1,9,6,9,7,3,6,7,8,2,9,8,7,2,7,7,4,9,8,7,8,7,6,2,6,9,2,6,7
101:4,7,6,2,3,2,4,6,2,8,5,9,8,3,7,9,8,7,7,7,4,7,9,2,9,2,7,6,5,9
102:8,2,8,4,4,5,8,1,8,6,6,6,5,7,4,5,9,5,3,9,2,1,6,2,5,8,7,9,8,4
103:7,3,3,5,1,6,4,5,8,5,4,1,2,1,8,6,6,1,2,9,1,5,8,4,1,7,8,9,7,9
104:5,9,2,9,5,4,7,7,5,7,3,1,3,8,7,5,7,2,3,4,6,7,4,1,1,9,2,3,2,3
105:4,7,7,7,3,4,7,5,8,3,6,6,5,6,3,7,2,4,4,1,2,9,7,9,9,5,3,1,2,5
106:2,1,4,4,2,8,9,6,4,6,1,6,6,8,3,4,3,2,7,6,4,3,8,5,4,3,8,3,2,1
107:6,2,5,3,1,3,5,6,1,6,9,4,6,4,7,6,1,8,9,6,8,1,1,8,3,2,2,3,7,9
108:5,6,3,3,5,9,5,1,9,5,3,4,1,9,6,6,6,4,7,2,9,6,2,2,8,3,1,9,9,4
109:1,7,4,6,7,8,3,1,8,6,8,6,8,9,1,4,8,3,1,4,2,7,7,8,2,9,8,4,5,5
110:7,6,8,8,5,6,2,5,7,1,7,2,5,7,8,3,7,8,2,1,9,1,8,4,9,9,4,5,2,3
111:6,6,8,3,3,1,2,6,8,4,1,9,2,8,7,7,2,3,2,1,9,7,2,3,7,6,5,7,3,9
112:4,1,9,1,5,4,7,6,9,9,3,9,4,4,4,1,8,6,6,7,8,3,3,8,2,5,1,8,3,8
113:5,8,7,7,8,1,2,1,9,8,8,4,5,3,4,4,7,8,6,6,3,3,9,3,2,2,6,9,7,8
114:1,3,8,3,8,5,6,8,5,7,4,3,1,6,1,4,3,4,9,6,8,3,5,8,2,3,4,8,6,1
115:5,8,2,2,5,7,3,4,6,8,1,3,4,1,5,6,7,5,7,7,4,7,9,6,4,2,1,8,3,4
116:8,4,6,9,3,7,8,8,5,1,2,4,1,5,1,6,4,4,1,6,2,7,5,4,2,6,1,2,7,4
117:4,2,9,9,4,3,9,4,4,7,7,4,6,9,4,2,9,9,7,4,5,5,3,7,1,7,6,5,4,4
118:3,2,2,1,9,4,2,3,7,1,7,2,2,7,8,4,2,8,8,5,2,7,2,8,2,3,5,4,2,7
119:9,7,4,7,4,1,2,8,3,1,8,1,7,1,3,3,5,9,4,3,4,2,1,2,5,7,6,9,1,7
120:7,2,6,1,9,7,6,4,9,4,3,8,4,1,2,9,6,2,4,2,3,6,8,5,4,7,4,7,1,9
121:7,5,7,8,7,2,9,7,4,8,7,3,2,4,9,7,4,9,6,5,5,2,4,3,9,2,4,8,1,6
122:3,2,6,9,3,2,8,6,1,7,8,7,4,7,2,4,5,6,6,3,3,6,9,7,4,6,6,9,5,5
123:6,7,8,1,1,9,9,4,5,5,1,7,9,4,8,5,8,3,4,1,3,1,7,9,1,6,3,9,6,4
124:8,5,5,3,4,3,5,9,2,1,2,9,4,1,9,6,3,5,8,3,9,4,7,3,6,9,4,8,4,1
125:6,4,6,1,5,6,1,7,4,5,4,2,4,4,6,6,2,2,9,5,5,2,8,3,7,1,9,6,6,2
126:7,7,8,8,1,5,2,8,6,3,4,5,1,4,4,5,3,8,8,3,1,4,6,3,3,4,7,3,6,6
127:7,4,5,4,9,4,9,8,1,5,1,6,4,6,6,6,4,8,8,4,8,9,7,7,3,8,7,2,6,7
128:1,3,3,1,2,8,3,5,7,4,3,7,2,6,8,1,5,8,8,6,2,5,7,1,6,7,4,3,9,1
129:7,5,2,6,6,9,5,7,1,8,8,5,6,1,1,6,8,4,9,1,9,5,2,8,4,7,7,9,6,6
130:8,6,7,5,2,8,6,1,1,9,4,9,8,4,6,3,1,5,8,3,1,3,9,9,3,7,2,6,5,6
131:7,9,4,9,6,6,5,3,8,3,8,5,7,8,6,2,2,7,6,8,3,6,2,3,9,3,6,8,3,2
132:3,1,7,4,6,8,8,1,7,3,7,7,8,5,8,5,6,8,2,5,2,3,5,9,4,5,4,7,7,2
133:9,3,3,6,2,7,2,7,2,5,2,8,7,9,4,4,3,6,3,2,5,2,4,3,2,2,6,9,6,7
134:3,1,2,6,9,9,8,8,7,9,6,7,6,8,9,7,1,1,2,4,3,6,1,6,3,5,5,8,8,3
135:6,7,8,8,3,5,4,1,3,2,6,5,4,3,2,6,6,6,6,5,3,6,8,8,2,5,4,2,5,9
136:3,3,3,7,7,3,4,3,2,5,4,5,6,2,8,9,1,1,9,7,2,4,3,2,1,6,6,2,4,1
137:1,5,4,8,8,1,6,7,3,3,8,7,4,8,6,1,4,4,7,8,8,1,1,2,5,1,8,2,6,9
138:1,8,3,4,3,5,9,9,5,8,4,8,9,6,2,3,9,9,4,6,4,5,8,6,9,4,4,9,9,9
139:2,5,2,3,1,6,1,6,8,4,8,5,7,9,6,4,1,1,1,4,9,6,7,3,9,6,6,6,3,4
140:6,6,5,8,8,3,7,6,3,6,4,9,8,7,9,7,1,6,9,2,7,5,9,9,1,4,8,3,3,6
141:7,1,4,2,8,5,9,6,2,4,7,3,7,7,2,1,8,1,9,8,6,7,9,1,3,6,5,9,7,3
142:3,3,3,7,7,3,4,3,2,5,4,5,6,2,8,9,1,1,9,7,2,4,3,2,1,6,6,2,4,7
143:6,7,8,1,1,9,9,4,5,5,1,7,9,4,8,5,8,3,4,1,3,1,3,9,1,6,3,9,6,4
144:7,6,6,7,3,5,2,1,8,4,8,2,5,6,5,8,9,6,4,7,4,5,6,9,6,4,5,3,1,6
145:8,8,9,6,7,4,9,2,6,3,6,4,1,2,5,7,5,3,5,7,1,1,9,4,3,5,5,6,5,3
146:4,6,9,9,1,5,1,8,4,1,5,1,2,8,1,4,3,9,3,2,7,7,6,9,9,8,8,1,3,1
147:4,4,4,3,7,6,9,6,8,7,7,7,1,8,3,9,9,6,6,3,3,6,9,8,7,6,8,2,6,6
148:5,9,2,8,4,5,8,3,8,1,9,7,9,1,9,1,5,7,3,1,2,5,3,8,8,4,4,2,5,4
149:2,4,5,2,3,5,9,3,2,5,5,5,5,7,9,3,1,1,3,1,4,1,9,4,4,9,4,7,2,9
150:4,3,8,8,1,8,4,2,4,1,4,2,2,3,7,9,1,2,9,9,5,3,7,7,6,2,1,5,1,6
151:9,1,1,4,9,2,6,3,9,3,4,6,5,7,3,2,6,7,5,5,5,3,5,4,9,6,6,2,7,9
152:4,5,9,9,9,7,9,8,8,3,1,7,8,9,3,9,8,3,4,5,2,8,7,4,1,1,5,6,2,6
153:1,7,4,6,7,8,3,1,8,6,8,6,8,9,1,9,8,3,1,4,2,7,7,8,2,9,8,4,5,5
154:3,3,3,7,7,3,4,3,9,5,4,5,6,2,8,9,1,1,9,7,2,4,3,2,1,6,6,2,4,1
155:6,1,6,1,7,4,7,3,9,7,7,4,2,5,9,5,2,6,1,2,9,6,8,2,2,1,8,5,6,3
156:8,7,2,1,7,2,4,7,1,2,8,5,3,6,4,5,8,6,1,7,8,7,9,1,5,4,1,8,3,8
157:6,4,6,3,3,8,1,7,1,4,4,6,1,4,7,8,7,1,7,4,5,3,7,2,7,3,2,8,4,8
158:2,6,5,7,4,6,8,2,2,3,7,3,8,3,9,8,8,2,4,8,7,3,9,9,2,2,7,4,2,1
159:6,4,6,3,3,8,1,7,1,4,4,6,1,4,7,8,7,1,7,4,9,3,7,2,7,3,2,8,4,8
160:1,5,6,1,1,3,1,9,7,9,1,7,5,2,2,3,1,9,2,5,9,7,1,3,9,9,7,1,7,9
161:8,1,6,2,5,3,2,9,7,2,5,6,8,8,2,9,5,7,4,5,8,1,3,3,1,1,5,1,8,4
162:6,7,2,3,3,8,5,6,9,7,4,4,3,4,1,3,5,7,1,9,2,8,4,4,1,7,9,1,2,9
163:7,1,8,7,4,5,7,6,4,2,4,5,1,1,4,3,4,4,8,8,6,2,7,3,1,3,9,1,9,7
164:8,8,8,9,5,1,9,2,8,9,3,1,5,4,4,6,5,1,2,4,4,3,6,1,5,6,4,2,7,3
165:1,7,2,5,6,7,4,6,2,7,3,3,8,2,4,3,4,9,7,4,6,2,2,1,1,6,4,7,4,6
166:2,4,7,3,9,2,7,3,3,1,4,7,3,1,2,7,1,5,3,7,1,1,7,2,2,6,1,9,2,7
167:6,6,5,8,8,3,7,6,3,6,4,9,8,7,9,7,1,6,9,2,7,5,9,9,1,4,8,3,3,8
168:1,1,4,2,1,5,8,6,3,4,5,4,8,4,8,9,6,1,5,5,3,1,1,1,9,6,6,2,7,5
169:9,8,5,2,7,6,5,5,5,5,1,8,5,3,9,9,6,1,3,1,5,4,6,1,2,3,7,3,7,7
170:7,3,2,5,5,9,9,1,7,2,2,4,8,8,6,9,1,4,2,3,1,4,8,9,1,6,9,9,1,6
171:9,3,5,1,2,3,3,2,3,3,5,6,2,9,4,9,9,3,5,6,7,6,5,6,1,7,9,9,5,9
172:9,8,2,9,8,3,2,6,7,3,7,5,5,8,5,4,9,5,7,1,7,1,8,8,3,5,7,8,3,4
173:2,8,7,7,3,9,6,9,3,5,5,8,5,4,5,9,1,3,5,2,8,4,4,9,6,6,1,8,1,7
174:6,6,6,8,5,2,6,3,2,4,1,1,3,9,7,8,2,5,8,3,1,5,4,3,7,7,6,2,2,2
175:4,7,2,2,9,4,3,7,8,8,6,2,3,4,9,3,5,8,1,4,1,6,8,4,3,5,6,6,7,1
176:5,1,4,4,6,9,3,5,5,4,9,6,5,5,2,8,3,1,4,9,1,2,4,7,8,5,1,5,7,9
177:7,8,8,6,6,6,1,1,4,7,8,4,7,1,7,9,1,3,4,5,2,3,9,1,2,4,7,2,9,7
178:2,4,7,3,9,2,7,3,3,1,4,7,3,1,2,7,1,5,3,7,1,1,1,2,2,6,1,9,2,7
179:5,1,4,4,6,9,3,5,5,4,2,6,5,5,2,8,3,1,4,9,1,2,4,7,8,5,1,5,7,9
180:1,5,6,8,6,2,3,3,4,6,6,7,8,8,1,7,6,2,4,3,6,6,6,6,6,8,4,6,1,9
181:1,1,4,2,1,5,8,6,3,4,5,4,8,4,8,9,6,1,5,5,3,1,1,1,9,6,6,2,7,8
182:7,3,7,2,3,4,1,7,5,2,9,2,1,4,8,1,4,4,1,8,7,1,6,5,9,6,6,8,8,9
183:5,3,7,7,7,9,7,7,4,7,9,2,3,9,7,1,7,4,9,6,6,4,3,9,3,7,7,1,3,8
184:4,6,5,9,8,4,6,7,8,8,3,1,4,6,4,3,5,4,7,1,6,9,6,5,8,2,8,6,3,7
185:3,1,2,6,9,9,8,8,7,9,6,7,8,8,9,7,1,1,2,4,3,6,1,6,3,5,5,8,8,5
186:6,6,8,3,3,1,2,6,8,4,1,9,2,8,7,7,2,3,2,1,9,7,2,3,7,6,5,7,3,3
187:6,2,4,5,3,9,9,1,4,6,4,4,5,6,1,3,5,4,4,6,9,1,6,1,1,9,5,8,7,7
188:1,2,5,2,2,7,4,4,3,4,5,2,7,3,3,8,3,4,9,7,6,8,9,7,4,7,4,6,7,6
189:2,9,1,6,8,5,5,2,6,8,1,2,8,1,2,6,8,1,5,9,6,8,2,3,7,6,2,9,8,9
190:7,2,5,2,1,6,5,4,9,3,1,6,3,7,8,1,2,3,9,7,6,3,9,3,6,5,5,4,5,4
191:6,1,9,9,4,5,9,7,6,6,2,4,8,6,4,7,3,1,7,3,4,7,9,9,4,1,2,9,2,7
192:2,7,2,9,1,5,3,5,4,5,2,9,9,5,5,7,7,4,5,2,8,7,1,3,2,8,5,8,7,3
193:2,1,9,6,9,7,1,6,7,8,2,9,8,7,2,7,7,4,9,8,7,8,7,6,2,6,9,2,6,2
194:5,3,2,9,7,5,1,3,4,8,8,4,2,5,9,4,7,5,1,3,8,7,9,2,8,2,7,8,5,6
195:9,9,2,9,1,4,2,7,7,5,5,9,4,4,1,7,7,8,1,8,8,6,7,7,4,5,4,9,4,7
196:3,8,6,6,4,6,5,4,9,4,4,7,8,6,5,6,4,3,6,3,7,7,1,1,8,8,5,6,1,3
197:4,2,9,1,5,7,5,6,6,7,3,3,9,5,5,5,3,3,2,7,2,8,8,8,5,3,2,6,4,2
198:9,5,4,9,2,9,4,2,2,3,1,5,6,6,8,9,4,2,6,3,1,4,1,1,8,2,9,7,7,7
199:4,8,2,2,1,1,8,4,3,6,9,4,8,6,5,4,6,3,8,6,9,6,9,9,9,6,7,8,8,6
200:8,4,8,3,2,3,9,2,6,5,5,9,3,5,4,8,6,2,4,8,1,3,4,1,3,3,1,8,3,2
201:1,4,7,3,3,3,7,1,5,1,5,9,6,8,2,5,6,1,9,5,5,8,4,4,2,6,5,2,4,6
202:2,5,2,3,5,9,4,9,1,6,3,5,3,3,4,3,1,7,6,4,3,7,7,4,4,5,6,7,4,2
203:8,2,4,9,1,5,3,6,8,5,1,5,6,4,8,1,8,5,9,5,9,2,2,2,4,1,2,3,4,4
204:5,1,4,8,6,1,6,1,9,6,1,4,8,6,6,9,9,8,7,5,7,3,9,9,4,8,5,2,1,7
205:5,8,5,2,5,6,2,4,5,5,3,8,1,6,7,6,7,8,4,1,9,4,2,5,5,9,1,3,1,1
206:8,2,4,8,6,6,2,4,3,5,6,8,4,5,6,5,5,8,3,1,8,6,7,8,3,8,8,3,2,3
207:5,3,7,1,3,7,2,3,3,4,9,2,5,7,2,5,5,1,8,3,9,4,8,2,1,8,3,6,1,6
208:6,4,6,1,5,2,1,7,4,5,4,2,4,4,6,6,2,2,9,5,5,2,8,3,7,1,9,6,6,5
209:9,7,5,9,2,1,2,3,6,5,8,4,5,4,8,7,5,1,1,5,3,2,6,3,7,9,2,9,5,2
210:6,9,7,7,5,6,9,3,9,5,7,8,3,8,8,5,7,6,6,2,6,7,5,7,1,7,1,8,9,2
211:5,1,5,2,2,6,5,5,5,4,9,6,7,6,3,4,4,5,7,4,5,2,7,2,2,2,4,8,5,4
212:9,3,2,5,6,7,6,8,7,2,2,1,6,5,4,1,9,2,6,9,5,7,2,1,2,4,6,1,8,1
213:1,3,3,1,2,8,3,5,7,4,3,7,2,6,8,1,4,8,8,6,2,5,7,1,6,7,4,3,9,1
214:4,2,9,1,6,5,6,5,5,3,9,9,6,1,9,8,6,2,3,5,3,8,7,9,7,7,9,7,4,1
215:6,6,8,3,3,1,2,6,8,4,8,9,2,8,7,7,2,3,2,1,9,7,2,3,7,6,5,7,3,9
216:6,3,4,8,5,8,6,3,1,5,5,2,9,4,8,1,1,5,1,9,3,9,7,4,9,2,4,7,5,4
217:7,2,7,9,4,8,6,1,5,1,8,5,3,7,4,2,9,8,5,6,2,5,8,3,6,2,6,1,1,9
218:6,6,5,8,8,3,7,6,3,6,4,9,8,7,9,7,1,1,9,2,7,5,9,9,1,4,8,3,3,6
219:9,7,7,4,6,9,1,6,2,5,4,4,9,8,1,6,5,9,8,6,9,3,8,5,5,9,9,7,9,4
220:6,1,3,3,9,3,6,6,4,1,3,9,6,8,4,4,1,1,2,4,9,8,9,9,1,8,3,3,1,1
221:8,5,5,3,4,3,5,9,2,1,2,9,4,1,9,6,3,5,8,3,4,4,7,3,6,9,4,8,4,1
222:7,1,8,3,1,4,8,3,9,3,4,8,5,3,1,7,7,6,6,3,7,7,4,5,8,4,6,2,1,7
223:8,7,1,2,5,9,1,7,1,1,1,8,2,8,3,4,3,2,4,6,5,1,9,7,2,4,3,8,9,2
224:3,8,9,3,3,9,3,9,2,3,1,1,1,9,2,4,2,3,9,8,5,7,5,3,5,7,5,9,1,2
225:8,9,5,2,9,9,2,3,3,6,5,7,2,1,7,9,3,5,6,6,9,8,7,5,8,8,9,8,7,2
